*************************************************************************
 Events recorded
 Date: 13/12/2010 23.27.44
 Serial number:ABGU Fw Ver:0102 Hw Ver:0304
 Worked hours:60h40' 36''
*************************************************************************
16,6168,300,301,302,7000,7001,7002,3908,1229,98,102
16,5911,300,301,302,7000,7001,7002,3908,1229,98,102
16,5654,300,301,302,7000,7001,7002,3908,1229,98,102
16,5397,300,301,302,7000,7001,7002,3908,1229,98,102
16,5140,300,301,302,7000,7001,7002,3908,1229,98,102
16,4883,300,301,302,7000,7001,7002,3908,1229,98,102
16,4626,300,301,302,7000,7001,7002,3908,1229,98,102
16,4369,300,301,302,7000,7001,7002,3908,1229,98,102
16,4112,300,301,302,7000,7001,7002,3908,1229,98,102
16,3855,300,301,302,7000,7001,7002,3908,1229,98,102
16,3598,300,301,302,7000,7001,7002,3908,1229,98,102
16,3341,300,301,302,7000,7001,7002,3908,1229,98,102
16,3084,300,301,302,7000,7001,7002,3908,1229,98,102
16,2827,300,301,302,7000,7001,7002,3908,1229,98,102
16,2570,300,301,302,7000,7001,7002,3908,1229,98,102
16,2313,300,301,302,7000,7001,7002,3908,1229,98,102
16,2056,300,301,302,7000,7001,7002,3908,1229,98,102
16,1799,300,301,302,7000,7001,7002,3908,1229,98,102
16,1542,300,301,302,7000,7001,7002,3908,1229,98,102
16,1285,300,301,302,7000,7001,7002,3908,1229,98,102
16,1028,300,301,302,7000,7001,7002,3908,1229,98,102
16,771,300,301,302,7000,7001,7002,3908,1229,98,102
16,514,300,301,302,7000,7001,7002,3908,1229,98,102
16,257,300,301,302,7000,7001,7002,3908,1229,98,102
16,0,300,301,302,7000,7001,7002,3908,1229,98,102
